"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"812765506","2024-03-16 01:31:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-17 01:31:39","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-18 01:31:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-19 01:31:44","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-20 01:31:37","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-21 01:51:48","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-22 01:31:40","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-23 04:41:16","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-24 01:31:40","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-25 01:31:40","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-26 01:37:06","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-27 01:31:41","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-28 01:31:41","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-29 01:31:43","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-30 01:31:41","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-03-31 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-01 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-02 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-03 01:21:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-04 01:21:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-05 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-06 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-07 01:31:37","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-08 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-09 01:31:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-10 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-11 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-12 01:31:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-13 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-14 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-15 01:21:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-16 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-17 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-18 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-19 01:31:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-20 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-21 01:31:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-22 01:31:41","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-23 01:31:41","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-24 01:31:37","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-25 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-26 01:21:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-27 01:31:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-28 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-29 01:31:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-04-30 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-01 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-01 13:29:56","Spot","Sell Crypto To Fiat","JPY","96009.00000000","Via CashBalance -  Wallet/N02482162264019963904050106"
"812765506","2024-05-01 13:29:56","Spot","Sell Crypto To Fiat","DAI","-625.46186970","Via CashBalance -  Wallet/N02482162264019963904050106"
"812765506","2024-05-01 13:31:53","Spot","Buy Crypto With Fiat","DOGE","4716.06835342","Via CashBalance -  Wallet/N01482162752627009536050106"
"812765506","2024-05-01 13:31:53","Spot","Buy Crypto With Fiat","JPY","-96009.00000000","Via CashBalance -  Wallet/N01482162752627009536050106"
"812765506","2024-05-01 13:32:42","Spot","Transaction Spend","DOGE","-1061.99238000",""
"812765506","2024-05-01 13:32:42","Spot","Transaction Buy","SHIB","6247014.00000000",""
"812765506","2024-05-01 13:32:42","Spot","Transaction Fee","SHIB","-21494.55000000",""
"812765506","2024-05-01 13:32:42","Spot","Transaction Fee","SHIB","-6247.01000000",""
"812765506","2024-05-01 13:32:42","Spot","Transaction Spend","DOGE","-3654.07282000",""
"812765506","2024-05-01 13:32:42","Spot","Transaction Buy","SHIB","21494546.00000000",""
"812765506","2024-05-02 01:21:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-02 03:10:18","Spot","Deposit","JPY","100000.00000000",""
"812765506","2024-05-02 20:06:03","Spot","Buy Crypto With Fiat","ETH","0.01064558","Via CashBalance -  Wallet/N01482624336965009408050206"
"812765506","2024-05-02 20:06:03","Spot","Buy Crypto With Fiat","JPY","-5000.00000000","Via CashBalance -  Wallet/N01482624336965009408050206"
"812765506","2024-05-02 22:53:38","Spot","Buy Crypto With Fiat","ETH","0.10628656","Via CashBalance -  Wallet/N01482666508561033216050206"
"812765506","2024-05-02 22:53:38","Spot","Buy Crypto With Fiat","JPY","-50000.00000000","Via CashBalance -  Wallet/N01482666508561033216050206"
"812765506","2024-05-03 01:21:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-03 04:32:51","Spot","Binance Convert","ETH","-0.00007239",""
"812765506","2024-05-03 04:32:51","Spot","Binance Convert","MATIC","0.30000000",""
"812765506","2024-05-03 07:18:19","Spot","Transaction Spend","ETH","-0.11883105",""
"812765506","2024-05-03 07:18:19","Spot","Transaction Fee","MATIC","-0.49410000",""
"812765506","2024-05-03 07:18:19","Spot","Transaction Buy","MATIC","494.10000000",""
"812765506","2024-05-03 07:38:58","Spot","Binance Convert","ETC","-0.00678590",""
"812765506","2024-05-03 07:38:58","Spot","Binance Convert","MATIC","0.24124424",""
"812765506","2024-05-03 10:34:48","Spot","Binance Convert","ETH","-0.00000511",""
"812765506","2024-05-03 10:34:48","Spot","Binance Convert","MATIC","0.02090764",""
"812765506","2024-05-03 10:38:46","Spot","Buy Crypto With Fiat","DOGE","214.26364663","Via CashBalance -  Wallet/N01482843964664309760050306"
"812765506","2024-05-03 10:38:46","Spot","Buy Crypto With Fiat","JPY","-4500.00000000","Via CashBalance -  Wallet/N01482843964664309760050306"
"812765506","2024-05-03 10:42:16","Funding","Transfer Between Main and Funding Wallet","DOGE","214.26680005",""
"812765506","2024-05-03 10:42:16","Spot","Transfer Between Main and Funding Wallet","DOGE","-214.26680005",""
"812765506","2024-05-03 10:43:06","Spot","Buy Crypto With Fiat","ETH","0.08690968","Via CashBalance -  Wallet/N01482845063748134912050306"
"812765506","2024-05-03 10:43:06","Spot","Buy Crypto With Fiat","JPY","-40500.00000000","Via CashBalance -  Wallet/N01482845063748134912050306"
"812765506","2024-05-03 10:43:52","Spot","Transaction Fee","MATIC","-0.09140000",""
"812765506","2024-05-03 10:43:52","Spot","Transaction Spend","ETH","-0.02210052",""
"812765506","2024-05-03 10:43:52","Spot","Transaction Fee","MATIC","-0.26800000",""
"812765506","2024-05-03 10:43:52","Spot","Transaction Buy","MATIC","268.00000000",""
"812765506","2024-05-03 10:43:52","Spot","Transaction Buy","MATIC","91.40000000",""
"812765506","2024-05-03 10:43:52","Spot","Transaction Spend","ETH","-0.06480240",""
"812765506","2024-05-03 12:06:42","Spot","Transfer Between Main and Funding Wallet","ETH","-0.00000676",""
"812765506","2024-05-03 12:06:42","Funding","Transfer Between Main and Funding Wallet","ETH","0.00000676",""
"812765506","2024-05-03 12:13:03","Spot","Transfer Between Main and Funding Wallet","DOGE","214.26680005",""
"812765506","2024-05-03 12:13:03","Funding","Transfer Between Main and Funding Wallet","DOGE","-214.26680005",""
"812765506","2024-05-03 13:07:44","Spot","Binance Convert","JPY","4468.26907043",""
"812765506","2024-05-03 13:07:44","Spot","Binance Convert","DOGE","-214.26680005",""
"812765506","2024-05-03 13:12:42","Spot","Buy Crypto With Fiat","ETH","0.00932614","Via CashBalance -  Wallet/N01482882699586037760050306"
"812765506","2024-05-03 13:12:42","Spot","Buy Crypto With Fiat","JPY","-4468.00000000","Via CashBalance -  Wallet/N01482882699586037760050306"
"812765506","2024-05-03 13:13:34","Spot","Transaction Buy","MATIC","38.80000000",""
"812765506","2024-05-03 13:13:34","Spot","Transaction Spend","ETH","-0.00931588",""
"812765506","2024-05-03 13:13:34","Spot","Transaction Fee","MATIC","-0.03880000",""
"812765506","2024-05-04 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-05 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-06 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-07 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-08 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-09 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-10 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-11 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-12 01:21:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-13 01:41:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-14 01:41:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-14 02:26:56","Spot","Deposit","JPY","10000.00000000",""
"812765506","2024-05-14 02:27:57","Spot","Deposit","JPY","200000.00000000",""
"812765506","2024-05-15 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-16 01:41:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-17 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-17 08:52:58","Spot","Buy Crypto With Fiat","BTC","0.00951438","Via CashBalance -  Wallet/N01487890788580267008051706"
"812765506","2024-05-17 08:52:58","Spot","Buy Crypto With Fiat","JPY","-100000.00000000","Via CashBalance -  Wallet/N01487890788580267008051706"
"812765506","2024-05-17 08:53:18","Spot","Transaction Fee","LINK","-0.03797000",""
"812765506","2024-05-17 08:53:18","Spot","Transaction Buy","LINK","37.97000000",""
"812765506","2024-05-17 08:53:18","Spot","Transaction Spend","BTC","-0.00948490",""
"812765506","2024-05-17 08:53:18","Spot","Transaction Fee","LINK","-0.00011000",""
"812765506","2024-05-17 08:53:18","Spot","Transaction Buy","LINK","0.11000000",""
"812765506","2024-05-17 08:53:18","Spot","Transaction Spend","BTC","-0.00002747",""
"812765506","2024-05-17 09:50:37","Spot","Buy Crypto With Fiat","BTC","0.00095023","Via CashBalance -  Wallet/N01487905276624831488051706"
"812765506","2024-05-17 09:50:37","Spot","Buy Crypto With Fiat","JPY","-10005.00000000","Via CashBalance -  Wallet/N01487905276624831488051706"
"812765506","2024-05-17 09:51:09","Spot","Transaction Spend","BTC","-0.00095135",""
"812765506","2024-05-17 09:51:09","Spot","Transaction Buy","LINK","3.81000000",""
"812765506","2024-05-17 09:51:09","Spot","Transaction Fee","LINK","-0.00381000",""
"812765506","2024-05-18 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-19 01:11:37","Funding","Transfer Between Main and Funding Wallet","ETH","-0.00000676",""
"812765506","2024-05-19 01:11:37","Spot","Transfer Between Main and Funding Wallet","ETH","0.00000676",""
"812765506","2024-05-19 01:31:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-20 01:31:29","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-21 00:47:05","Spot","Transaction Buy","BTC","0.00446700",""
"812765506","2024-05-21 00:47:05","Spot","Transaction Spend","JPY","-111.68949000",""
"812765506","2024-05-21 00:47:05","Spot","Transaction Buy","BTC","0.00001000",""
"812765506","2024-05-21 00:47:05","Spot","Transaction Spend","JPY","-49892.00787300",""
"812765506","2024-05-21 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-22 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-23 01:41:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-24 01:21:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-25 01:51:40","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-25 18:05:13","Spot","Transaction Buy","BTC","0.00051000",""
"812765506","2024-05-25 18:05:13","Spot","Transaction Spend","JPY","-5537.04858000",""
"812765506","2024-05-25 18:05:13","Spot","Transaction Spend","JPY","-44449.06565600",""
"812765506","2024-05-25 18:05:13","Spot","Transaction Buy","BTC","0.00409400",""
"812765506","2024-05-26 01:21:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-27 01:21:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-27 07:10:12","Spot","Deposit","JPY","10000.00000000",""
"812765506","2024-05-28 01:21:38","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-28 04:47:01","Spot","Fiat Withdraw","JPY","-1000.00000000",""
"812765506","2024-05-28 05:09:11","Spot","Transaction Spend","JPY","-8997.00264300",""
"812765506","2024-05-28 05:09:11","Spot","Transaction Buy","BTC","0.00084300",""
"812765506","2024-05-28 05:10:09","Spot","Deposit","JPY","70000.00000000",""
"812765506","2024-05-29 01:21:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-29 14:35:36","Spot","Transaction Buy","LINK","1.86000000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Fee","LINK","-0.02997000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Buy","LINK","1.86000000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Spend","BTC","-0.00052414",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Spend","BTC","-0.00043115",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Buy","LINK","29.97000000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Fee","LINK","-0.00186000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Fee","LINK","-0.00186000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Spend","BTC","-0.00052396",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Buy","LINK","1.53000000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Fee","LINK","-0.00153000",""
"812765506","2024-05-29 14:35:36","Spot","Transaction Spend","BTC","-0.00844554",""
"812765506","2024-05-29 14:38:06","Spot","Buy Crypto With Fiat","JPY","-50000.00000000","Via CashBalance -  Wallet/N01492326277446048768052906"
"812765506","2024-05-29 14:38:06","Spot","Buy Crypto With Fiat","BTC","0.00459489","Via CashBalance -  Wallet/N01492326277446048768052906"
"812765506","2024-05-29 14:38:45","Spot","Transaction Buy","LINK","16.36000000",""
"812765506","2024-05-29 14:38:45","Spot","Transaction Spend","BTC","-0.00459225",""
"812765506","2024-05-29 14:38:45","Spot","Transaction Fee","LINK","-0.01636000",""
"812765506","2024-05-30 01:52:11","Spot","Buy Crypto With Fiat","BTC","0.00183813","Via CashBalance -  Wallet/N01492495937802015744053006"
"812765506","2024-05-30 01:52:11","Spot","Buy Crypto With Fiat","JPY","-20008.00000000","Via CashBalance -  Wallet/N01492495937802015744053006"
"812765506","2024-05-30 01:53:15","Spot","Transaction Fee","LINK","-0.00453000",""
"812765506","2024-05-30 01:53:15","Spot","Transaction Buy","LINK","2.11000000",""
"812765506","2024-05-30 01:53:15","Spot","Transaction Buy","LINK","4.53000000",""
"812765506","2024-05-30 01:53:15","Spot","Transaction Spend","BTC","-0.00125526",""
"812765506","2024-05-30 01:53:15","Spot","Transaction Spend","BTC","-0.00058468",""
"812765506","2024-05-30 01:53:15","Spot","Transaction Fee","LINK","-0.00211000",""
"812765506","2024-05-30 02:21:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-05-31 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-01 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-02 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-03 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-04 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-05 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-06 01:31:29","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-07 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-08 01:31:29","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-09 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-10 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-11 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-12 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-13 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-13 17:15:40","Spot","Deposit","JPY","10000.00000000",""
"812765506","2024-06-14 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-14 21:59:22","Spot","Binance Convert","BTC","0.00095221",""
"812765506","2024-06-14 21:59:22","Spot","Binance Convert","JPY","-10000.00000000",""
"812765506","2024-06-14 22:00:08","Spot","Transaction Buy","BNB","0.10400000",""
"812765506","2024-06-14 22:00:08","Spot","Transaction Spend","BTC","-0.00094816",""
"812765506","2024-06-14 22:00:08","Spot","Transaction Fee","BNB","-0.00007800",""
"812765506","2024-06-15 01:51:36","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-16 01:31:29","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-17 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-18 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00075340","Binance Earn"
"812765506","2024-06-19 01:31:31","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-20 01:41:31","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-21 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-22 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-23 01:31:34","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-24 01:31:32","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-25 01:31:35","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-26 01:31:33","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-27 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
"812765506","2024-06-28 01:31:30","Spot","Simple Earn Locked Rewards","MATIC","0.00065755","Binance Earn"
